f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24
0.8885870000000001,0.025636799999999998,0.143604,0.034988,0.7572760000000001,0.310847,0.671513,0.8356610000000001,0.951635,0.9052870000000001,0.7901699999999999,0.897639,0.585504,0.31309899999999996,0.244339,0.343156,0.906178,0.702202,0.6055149999999999,0.95762,0.582803,0.7441,0.56919,0.749445
0.885631,0.0243425,0.146464,0.0332654,0.743883,0.31716500000000003,0.6395489999999999,0.8131229999999999,0.97556,0.9028729999999999,0.8391059999999999,0.909292,0.58843,0.250114,0.11389300000000001,0.29415399999999997,0.937657,0.713151,0.591619,0.9884620000000001,0.6885760000000001,0.675381,0.641877,0.698581
0.8685370000000001,0.022572599999999998,0.113988,0.038690800000000004,0.842332,0.286156,0.8122010000000001,0.903676,0.9691299999999999,0.933494,0.6786840000000001,0.9342600000000001,0.522624,0.20080399999999998,0.21008600000000002,0.24968800000000002,0.915544,0.6517470000000001,0.506599,0.956347,0.659672,0.6554260000000001,0.640131,0.671272
0.874501,0.021894,0.152827,0.030338499999999997,0.6999489999999999,0.34449,0.600263,0.7788,0.9373790000000001,0.870782,0.8451700000000001,0.8707790000000001,0.5297109999999999,0.190994,0.149273,0.23666900000000002,0.9200530000000001,0.65951,0.533285,0.984874,0.6317560000000001,0.732554,0.593374,0.751857
0.850275,0.0194012,0.121973,0.027036400000000002,0.778433,0.311013,0.715101,0.849744,0.966202,0.9178059999999999,0.585221,0.916175,0.42630500000000005,0.16416,0.252548,0.151821,0.892525,0.562545,0.413289,0.969369,0.611715,0.76799,0.5768800000000001,0.792362
0.862131,0.022715700000000002,0.140003,0.0300442,0.80325,0.29951300000000003,0.6316109999999999,0.88033,0.9763280000000001,0.9406760000000001,0.793854,0.922794,0.496854,0.130275,0.168872,0.222631,0.894855,0.629059,0.49913199999999996,0.9572370000000001,0.670287,0.693619,0.617869,0.721159
0.866122,0.0207373,0.129415,0.029008999999999997,0.7295699999999999,0.295263,0.704321,0.802269,0.9333440000000001,0.873085,0.6309859999999999,0.8775120000000001,0.484175,0.19680999999999998,0.188753,0.2154,0.878511,0.6180859999999999,0.486426,0.9523799999999999,0.61343,0.776137,0.619237,0.77362
0.864359,0.023512,0.147652,0.0406537,0.834619,0.48246000000000006,0.683763,0.904516,0.996597,0.9589270000000001,0.8869549999999999,0.949959,0.510991,0.183956,0.186882,0.24041500000000002,0.9091530000000001,0.641894,0.5015850000000001,0.9726319999999999,0.717006,0.6074609999999999,0.701883,0.6177199999999999
0.83214,0.020228200000000002,0.144018,0.0305449,0.767755,0.35870599999999997,0.615509,0.847132,0.9682299999999999,0.9256549999999999,0.761502,0.911668,0.378017,0.171297,0.301139,0.19601,0.8428200000000001,0.515402,0.383897,0.943492,0.656295,0.718287,0.635905,0.730571
0.8704129999999999,0.0245989,0.153807,0.0315384,0.776037,0.45537299999999997,0.5414979999999999,0.8514719999999999,0.9759209999999999,0.935684,0.863941,0.914948,0.53468,0.194396,0.123652,0.25145300000000004,0.9107059999999999,0.66477,0.5357649999999999,0.9726950000000001,0.726413,0.659377,0.709819,0.667507
